ano,local,autor,titulo,link
2022,"Birmingham, AL",PJ Hagerty,DevOps - Philosophy vs Practice,https://devopsdays.org/events/2022-birmingham-al/program/pj-hagerty
2022,"Birmingham, AL",Elizabeth Anderson,Building High Performing Teams with Empathetic Leadership,https://devopsdays.org/events/2022-birmingham-al/program/elizabeth-anderson
2022,"Birmingham, AL",Brandon Morgado,Scaling SRE through 'Reliability as Code',https://devopsdays.org/events/2022-birmingham-al/program/brandon-morgado
2022,"Birmingham, AL",Kyler Bush,Bootstrapping Reliability and Performance by building a Site Reliability Team,https://devopsdays.org/events/2022-birmingham-al/program/kyler-bush
2022,"Birmingham, AL",Jeremy Meiss,Things We've Learned About Better Software Delivery Principles Through a Panini,https://devopsdays.org/events/2022-birmingham-al/program/jeremy-meiss
2022,"Birmingham, AL",Butch Mayhew,End to End Automated Regression Testing with Playwright,https://devopsdays.org/events/2022-birmingham-al/program/butch-mayhew
2022,"Birmingham, AL",Karthik Ashokan,How Fetch Built an Open Source Vendor-Agnostic Observability Platform,https://devopsdays.org/events/2022-birmingham-al/program/karthik-ashokan
2022,"Birmingham, AL",Justin Reock,Developer Productivity Engineering – The Next Big Thing in Software Development,https://devopsdays.org/events/2022-birmingham-al/program/justin-reock
2022,"Birmingham, AL",Vadim Uchitel,"Thinking outside the box in DevOps and SRE: avoiding common pitfalls, improving quality, and on-call experience with a bit of creative thinking",https://devopsdays.org/events/2022-birmingham-al/program/vadim-uchitel
2022,"Birmingham, AL",Richard Lewis,LMAO Helps During Outages,https://devopsdays.org/events/2022-birmingham-al/program/richard-lewis
2022,"Birmingham, AL","Aaron Hanson, Dan Kirkpatrick",Taking Control of your Identity with Keycloak,https://devopsdays.org/events/2022-birmingham-al/program/aaron-hanson
2022,"Birmingham, AL",Byron Lagrone,The Power Of 'No',https://devopsdays.org/events/2022-birmingham-al/program/byron-lagrone
2022,"Birmingham, AL",Nathan Hall,"Authentication and Authorization with Istio, Envoy and your IdP of Choice!",https://devopsdays.org/events/2022-birmingham-al/program/nathan-hall
2022,"Birmingham, AL",Tyler Martin,Nurturing and Cultivating Collaborative Work Tendencies Remotely,https://devopsdays.org/events/2022-birmingham-al/program/tyler-martin
2022,"Birmingham, AL",Jason Barbee,IOT Edge and AI/ML Ops: A smart truck story around Edge Computing,https://devopsdays.org/events/2022-birmingham-al/program/jason-barbee
2022,"Birmingham, AL",Lauren Kieliszewski,We're all people; act accordingly.,https://devopsdays.org/events/2022-birmingham-al/program/lauren-kieliszewski
2022,"Birmingham, AL",JJ Asghar,Lessons Learned from Cultivating Open Source Projects and Communities,https://devopsdays.org/events/2022-birmingham-al/program/jj-asghar
2022,Atlanta,Crux Conception,An Insider Threat: What is Social Engineering?,https://devopsdays.org/events/2022-atlanta/program/crux-conception
2022,Atlanta,Noam Salinger,From Continuous Profiling to Continuous Optimization,https://devopsdays.org/events/2022-atlanta/program/noam-salinger
2022,Atlanta,"H. ""Waldo"" Grunenwald",Argue Better with Active Listening,https://devopsdays.org/events/2022-atlanta/program/waldo-grunenwald
2022,Atlanta,Lesley Cordero,Psychological Safety for SRE teams,https://devopsdays.org/events/2022-atlanta/program/lesley-cordero
2022,Atlanta,Rishi Yadav,Environments as a Service as the gold standard for cloud-native applications,https://devopsdays.org/events/2022-atlanta/program/rishi-yadav
2022,Atlanta,Peter ONeill,Secure your GitOps workflows with Policy-as-Code and OPA,https://devopsdays.org/events/2022-atlanta/program/peter-oneill
2022,Atlanta,Jared Jordan,DevOps Guide to Secure Multi-Cloud Networking,https://devopsdays.org/events/2022-atlanta/program/jared-jordan
2022,Atlanta,Amber Vanderburg,Building and Leading Remote Teams,https://devopsdays.org/events/2022-atlanta/program/amber-vanderburg
2022,Atlanta,Valarie Regas,Rebuilding Together,https://devopsdays.org/events/2022-atlanta/program/valarie-regas
2022,Atlanta,Martin Rojas,Production-ready apps on AWS simplified,https://devopsdays.org/events/2022-atlanta/program/martin-rojas
2022,Atlanta,Rob Richardson,Service Mess to Service Mesh,https://devopsdays.org/events/2022-atlanta/program/rob-richardson
2022,Atlanta,Ajuna Kyaruzi,Sustainable Incident Management,https://devopsdays.org/events/2022-atlanta/program/ajuna-kyaruzi
2022,Atlanta,Brooks Townsend,Rethinking where Dev ends and Ops begins with WebAssembly,https://devopsdays.org/events/2022-atlanta/program/brooks-townsend
2022,Atlanta,Brandy Griffin,Penetration Testing and DevOps - Collaboration is Everything!,https://devopsdays.org/events/2022-atlanta/program/brandy-griffin
2022,Atlanta,Rain Leander,Regress to Progress: A Child's Mindset for Growth,https://devopsdays.org/events/2022-atlanta/program/rain-leander
2022,Atlanta,David Laribee,Refactoring with Observability: Novel Practices For Learning,https://devopsdays.org/events/2022-atlanta/program/david-laribee
2022,Denver,Matty Stratton,The Journey From DevOps to Cloud Engineering,https://devopsdays.org/events/2022-denver/program/matty-stratton
2022,Denver,Jason Yee,The Synchronization of Chaos,https://devopsdays.org/events/2022-denver/program/jason-yee
2022,Denver,Matt Reynolds,DevOps and MLOps - the same but different?,https://devopsdays.org/events/2022-denver/program/matt-reynolds
2022,Denver,Ajuna Kyaruzi,What Romance Stories Taught me about Incident Management,https://devopsdays.org/events/2022-denver/program/ajuna-kyaruzi
2022,Denver,Kendall Miller,All Relationships are Just Poorly Documented APIs,https://devopsdays.org/events/2022-denver/program/kendall-miller
2022,Denver,Laura Maguire,The Water We Swim in: Why the hardest problems in DevOps are difficult to see and talk about.,https://devopsdays.org/events/2022-denver/program/laura-maguire
2022,Denver,Kristi Perreault,What I Have Learned Scaling Serverless First at Liberty Mutual,https://devopsdays.org/events/2022-denver/program/kristi-perreault
2022,Denver,Aaron Aldrich,Continuous Improvement: DevOps and Mental Health,https://devopsdays.org/events/2022-denver/program/aaron-aldrich
2022,Denver,Dave Thompson,Real Life GitOps,https://devopsdays.org/events/2022-denver/program/dave-thompson
2022,Denver,Daniel Alvizu,Stop Focusing on Empathy. Start Managing Expectations.,https://devopsdays.org/events/2022-denver/program/daniel-alvizu
2022,Aarhus,Justin Reock,Developer Productivity Engineering – The Next Big Thing in Software Development,https://devopsdays.org/events/2022-aarhus/program/justin-reock
2022,Aarhus,Emil Holm Naurby,Idea to Production - Every Day,https://devopsdays.org/events/2022-aarhus/program/emil-holm-naurby
2022,Aarhus,Noaa Barki,Delegating IaC Responsibilities to Devs (At Scale),https://devopsdays.org/events/2022-aarhus/program/noaa-barki
2022,Aarhus,Thomas Krag,CAMS - Then and Now and the Path Forward,https://devopsdays.org/events/2022-aarhus/program/thomas-krag
2022,Aarhus,Ulrik Skyt,Stopping Bugs from going to production at Uber,https://devopsdays.org/events/2022-aarhus/program/ulrik-skyt
2022,Aarhus,Rasmus Hald,Building DevOps @ the LEGO Group,https://devopsdays.org/events/2022-aarhus/program/rasmus-hald
2022,Aarhus,Henning Kjær,The successful DevOps journey in Falck and amazing transformation of Falck.dk,https://devopsdays.org/events/2022-aarhus/program/henning-kjaer
2022,Aarhus,Nicolas Narbais,Shifting left: why security can no longer be an afterthought,https://devopsdays.org/events/2022-aarhus/program/nicolas-narbais
2022,Aarhus,Lars Kruse & Simon Grønborg,DevOps for Entrepreneurs,https://devopsdays.org/events/2022-aarhus/program/lars-kruse
2022,Aarhus,Kasper Nissen,Breaking the Multi-Cloud Barrier in a regulated industry,https://devopsdays.org/events/2022-aarhus/program/kasper-nissen
2022,Boise,Frances Zhao-Perez,Opening Keynote: Responsible and Accountable for the Success of the Service: DevOps and Service Ownership at Salesforce,https://devopsdays.org/events/2022-boise/program/opening-keynote
2022,Boise,JJ Asghar,Migrating a Monolith to Cloud-Native and the Stumbling Blocks That You Don't Know About,https://devopsdays.org/events/2022-boise/program/jj-asghar
2022,Boise,Thomas Haver,The Rise and Benefits of Robotic Process Automation,https://devopsdays.org/events/2022-boise/program/thomas-haver
2022,Boise,"Brent Brown, Mark Evans",Proposal to Production: How DevOps Works at Kount,https://devopsdays.org/events/2022-boise/program/proposal-to-production
2022,Boise,Tom George,Fitted's Balance of DevOps Methods in a Start-up Environment,https://devopsdays.org/events/2022-boise/program/tom-george
2022,Boise,Jeremy Meiss,"DevOps Before There Was DevOps, 20 Year Old Style",https://devopsdays.org/events/2022-boise/program/jeremy-meiss
2022,Boise,Korinne Alpers,How Do We Deliver Terraform at Scale?,https://devopsdays.org/events/2022-boise/program/korinne-alpers
2022,Boise,Dan Isla,DevOps Your Developer Environments to Increase Reliability and Security,https://devopsdays.org/events/2022-boise/program/dan-isla
2022,Boise,Mandi Walls,Improve Your Automation to Reduce Toil,https://devopsdays.org/events/2022-boise/program/mandi-walls
2022,Boise,Kristina Gibson,title pending,https://devopsdays.org/events/2022-boise/program/kristina-gibson
2022,Boise,Natalie Conklin,Closing Keynote: Embrace Change Fearlessly,https://devopsdays.org/events/2022-boise/program/natalie-conklin
2022,"Birmingham, UK",Marcel Britsch,Bringing Product Thinking into DevOps,https://devopsdays.org/events/2022-birmingham-uk/program/marcel-britsch
2022,"Birmingham, UK",Bartłomiej Płotka,Designing Pragmatic Observability that Works: Avoiding Pitfalls,https://devopsdays.org/events/2022-birmingham-uk/program/bart%c5%82omiej-p%c5%82otka
2022,"Birmingham, UK",David Flanagan,What I Learnt Fixing 50+ Broken Kubernetes Clusters,https://devopsdays.org/events/2022-birmingham-uk/program/david-flanagan
2022,"Birmingham, UK",Matt Machell,How the work works,https://devopsdays.org/events/2022-birmingham-uk/program/matt-machell
2022,"Birmingham, UK",Leon Adato,Alerts Don't Suck. YOUR Alerts Suck.,https://devopsdays.org/events/2022-birmingham-uk/program/leon-adato
2022,"Birmingham, UK",Piet van Dongen,What is resilience engineering?,https://devopsdays.org/events/2022-birmingham-uk/program/piet-van-dongen
2022,"Birmingham, UK",Antonio Cobo,Karaoke Ignite talk,https://devopsdays.org/events/2022-birmingham-uk/program/antonio-cobo
2022,"Birmingham, UK",Anais Urlichs,Integrating Cloud Native Security into the SRE culture,https://devopsdays.org/events/2022-birmingham-uk/program/anais-urlichs
2022,"Birmingham, UK",Luigi Zoso,From IT Change Management to Change Enablement: The Swiss Re Journey,https://devopsdays.org/events/2022-birmingham-uk/program/luigi-zoso
2022,"Birmingham, UK",Simon Emms,Why We Chose To Ditch Helm To Gain Open Source Sanity,https://devopsdays.org/events/2022-birmingham-uk/program/simon-emms
2022,"Birmingham, UK",Martin Reynolds,Operating DevOps at Scale,https://devopsdays.org/events/2022-birmingham-uk/program/martin-reynolds
2022,"Birmingham, UK",Ayelet Sachto,Maintaining Reliable systems: How to minimize Incident's impact?,https://devopsdays.org/events/2022-birmingham-uk/program/ayelet-sachto
2022,"Birmingham, UK",Angeliki Patsiavou,Rolling (out) in the deep: Lessons I learned as a Change Manager from a global Dynamics 365 rollout,https://devopsdays.org/events/2022-birmingham-uk/program/angeliki-patsiavou
2022,"Birmingham, UK",Federico Fregosi,Why Developer Platforms and Developer Experience are a must-have when scaling up fast!,https://devopsdays.org/events/2022-birmingham-uk/program/federico-fregosi
2022,"Birmingham, UK",Noaa Barki,"A smart person learns from their own mistakes, but a truly wise person learns from the mistakes of others.",https://devopsdays.org/events/2022-birmingham-uk/program/noaa-barki
2022,"Birmingham, UK",Becky Pauley,Supporting new and junior engineers,https://devopsdays.org/events/2022-birmingham-uk/program/becky-pauley
2022,"Birmingham, UK",Matilde Aliffi,Managing the cognitive load of the Enablement team,https://devopsdays.org/events/2022-birmingham-uk/program/matilde-aliffi
2022,Geneva,"Julie Giacinti, Xavier Nicolovici",Comment accompagner l'émergence d'une culture DevOps au sein d'une grande entreprise ?,https://devopsdays.org/events/2022-geneva/program/julie-giacinti-and-xavier-nicolovici
2022,Geneva,David Barbarin,Why we migrated our database monitoring stack to Prometheus and Grafana,https://devopsdays.org/events/2022-geneva/program/david-barbarin
2022,Geneva,Giovanni Galloro,Tekton: From source to production inside Kubernetes,https://devopsdays.org/events/2022-geneva/program/giovanni-galloro
2022,Geneva,Denis Jannot,Advanced Authentication patterns at the Edge,https://devopsdays.org/events/2022-geneva/program/denis-jannot
2022,Geneva,"Charles Laziosi, Vincent Journel",How offline-first architecture could save your apps!,https://devopsdays.org/events/2022-geneva/program/charles-laziosi-and-vincent-journel
2022,Geneva,David Pilato,Hunting (and stopping!) threats with Elastic Security,https://devopsdays.org/events/2022-geneva/program/david-pilato
2022,Geneva,Raphaël Pinson,"The Hare and the Tortoise: Open Source, Standards & Technical Debt",https://devopsdays.org/events/2022-geneva/program/raphael-pinson
2022,Geneva,Justus Graumann,DevGreenOps,https://devopsdays.org/events/2022-geneva/program/justus-graumann
2022,Geneva,Ankur Marfatia,Turning an Enterprise to a Learning Community,https://devopsdays.org/events/2022-geneva/program/ankur-marfatia
2022,Geneva,Aurélie Vache,Tips pour combattre le syndrome de l'imposteur,https://devopsdays.org/events/2022-geneva/program/aurelie-vache
2022,Geneva,Courtney Heba,Building Mastery into your Daily Practice,https://devopsdays.org/events/2022-geneva/program/courtney-heba
2022,Geneva,Dr. Joe Perez,Driving Decisions with Data: Delight or Disaster ?,https://devopsdays.org/events/2022-geneva/program/dr-joe-perez
2022,Geneva,Sandro Cirulli,Docs-as-Code: Fix a poor documentation culture in your organization,https://devopsdays.org/events/2022-geneva/program/sandro-cirulli
2022,Geneva,Stéphanie Fischer,5 leçons apprises pendant des transformations agiles,https://devopsdays.org/events/2022-geneva/program/stephanie-fischer
2022,Geneva,Scott Graffius,Want Happier and More Productive DevOps Teams?,https://devopsdays.org/events/2022-geneva/program/scott-graffius
2022,Prague,Kris Buytaert,Looking Back At 13 Years Of DevOps,https://devopsdays.org/events/2022-prague/program/kris-buytaert
2022,Prague,Ricardo Castro,Relia...bility?,https://devopsdays.org/events/2022-prague/program/ricardo-castro
2022,Prague,Ayelet Sachto,Distributed systems: If you can drive you can architect a system (6 things you should not forget when architecting a solution),https://devopsdays.org/events/2022-prague/program/ayelet-sachto
2022,Prague,Eduardo Piairo,Think you´re buying DevOps? Think again!,https://devopsdays.org/events/2022-prague/program/eduardo-piairo
2022,Prague,David Jetelina,"Implementing DevOps - design, or iterative process?",https://devopsdays.org/events/2022-prague/program/david-jetelina
2022,Prague,Bernd Erk,How Convenience Is Killing Open Standards,https://devopsdays.org/events/2022-prague/program/bernd-erk
2022,Prague,Junade Ali,How DevOps Metrics Will Transform Your Business,https://devopsdays.org/events/2022-prague/program/junade-ali
2022,Prague,Valarie Regas,Rebuilding Together,https://devopsdays.org/events/2022-prague/program/valarie-regas
2022,Zurich (Winterthur),Charity Majors,The Sociotechnical Path to High-Performing Teams,https://devopsdays.org/events/2022-zurich/program/charity-majors
2022,Zurich (Winterthur),Lian Li,GitOps for the people,https://devopsdays.org/events/2022-zurich/program/lian-li
2022,Zurich (Winterthur),Andrew Martin,Hacking Kubernetes: Live Demo Marathon,https://devopsdays.org/events/2022-zurich/program/andrew-martin-talk
2022,Zurich (Winterthur),"Derek Yu, David Sommer",Cybersecurity Beyond Automation,https://devopsdays.org/events/2022-zurich/program/derek-yu
2022,Zurich (Winterthur),Ramon Lopez Narvaez,DevOps culture at Amazon,https://devopsdays.org/events/2022-zurich/program/ramon-lopez-narvaez
2022,Zurich (Winterthur),Jan de Vries,Getting antifragile is more important than ever in disruptive times,https://devopsdays.org/events/2022-zurich/program/jan-de-vries
2022,Zurich (Winterthur),Oliver Goetz,DevOps in a Software and Hardware Development Environment,https://devopsdays.org/events/2022-zurich/program/oliver-goetz
2022,Zurich (Winterthur),"Jose Leitao, Elena Sanchez",One evolution of the Network Engineer Role,https://devopsdays.org/events/2022-zurich/program/jose-leitao
2022,Zurich (Winterthur),Joseph Katsioloudes,Secure your code like NASA,https://devopsdays.org/events/2022-zurich/program/joseph-katsioloudes-talk
2022,Zurich (Winterthur),Jochen Decker,The SBB BizDevOps Transformation,https://devopsdays.org/events/2022-zurich/program/jochen-decker
2022,Amsterdam,Chris Lennon,Welcome to the 10th edition of devopsdays Amsterdam!,https://devopsdays.org/events/2022-amsterdam/program/opening-dod-ams-2022
2022,Amsterdam,Emily Freeman,Keynote: Revolutionizing Incident Response,https://devopsdays.org/events/2022-amsterdam/program/keynote-emily-freeman
2022,Amsterdam,"Amanda Lewis, Nathen Harvey",The State of DevOps - Capabilities for Building High-performing Technology Teams,https://devopsdays.org/events/2022-amsterdam/program/nathen-amanda
2022,Amsterdam,"Marjan Schoorl-van Appeldoorn, Zoë Bosschaart",From central hosting team to code maintainers: innersourcing Albert Heijn's Cloud framework,https://devopsdays.org/events/2022-amsterdam/program/esther-zoe-marjan
2022,Amsterdam,Henk van der Schuur,Manifesto for a Product Mindset in Agile Development,https://devopsdays.org/events/2022-amsterdam/program/henk-van-der-schuur
2022,Amsterdam,Piet van Dongen,Mass migrations to the cloud (or: how to eat an elephant),https://devopsdays.org/events/2022-amsterdam/program/piet-van-dongen
2022,Amsterdam,Amber Vanderburg,Building and Leading Remote Teams,https://devopsdays.org/events/2022-amsterdam/program/amber-vanderburg
2022,Amsterdam,Nick de Wijer,The wonderful world of misunderstandings within short term consulting,https://devopsdays.org/events/2022-amsterdam/program/nick-de-wijer
2022,Amsterdam,Joost Saanen,Combine Support and DevOps work in an Agile team,https://devopsdays.org/events/2022-amsterdam/program/joost-saanen
2022,Amsterdam,Tom Stille,The power of mentorship,https://devopsdays.org/events/2022-amsterdam/program/tom-stille
2022,Amsterdam,Bram Vogelaar,Observability; a gentle introduction,https://devopsdays.org/events/2022-amsterdam/program/bram-vogelaar
2022,Amsterdam,Andreas Grabner,"DevSecOps by Default: What have, can and must we learn from Log4Shell?",https://devopsdays.org/events/2022-amsterdam/program/andreas-grabner
2022,Amsterdam,Marcel Britsch,Bringing Product Thinking into DevOps,https://devopsdays.org/events/2022-amsterdam/program/marcel-britsch
2022,Amsterdam,Sarjeel Yusuf,Its Time We Rethink On-Call Culture,https://devopsdays.org/events/2022-amsterdam/program/sarjeel-yusuf
2022,Amsterdam,Liz Rice,Keynote: Liz Rice,https://devopsdays.org/events/2022-amsterdam/program/keynote-liz-rice
2022,Amsterdam,Chris Lennon,Welcome to the 10th edition of devopsdays Amsterdam!,https://devopsdays.org/events/2022-amsterdam/program/opening-dod-ams-2022
2022,Amsterdam,Job van der Voort,Keynote: Job van der Voort,https://devopsdays.org/events/2022-amsterdam/program/keynote-job-van-der-voort
2022,Amsterdam,Stacy Cashmore,Embrace the pitfalls (Our stop start journey to Change),https://devopsdays.org/events/2022-amsterdam/program/stacy-cashmore
2022,Amsterdam,Deepu K Sasidharan,Is containerless the future of Kubernetes? Let's see how WebAssembly can make containers obsolete,https://devopsdays.org/events/2022-amsterdam/program/deepu-k-sasidharan
2022,Amsterdam,Lian Li,Secret Management: The Soft Way,https://devopsdays.org/events/2022-amsterdam/program/lian-li
2022,Amsterdam,Simon Stewart,You're Going to Build What?,https://devopsdays.org/events/2022-amsterdam/program/simon-stewart
2022,Amsterdam,Matt Stratton,Avengers Assemble - The Thanos Incident,https://devopsdays.org/events/2022-amsterdam/program/matt-stratton
2022,Amsterdam,Sjuul Janssen,Open Source Terraform modules for Datadog Alerting,https://devopsdays.org/events/2022-amsterdam/program/sjuul-janssen
2022,Amsterdam,Pauli Teinonen,[5] Great Ways to Slow Down Your CI/CD Pipelines,https://devopsdays.org/events/2022-amsterdam/program/pauli-teinonen
2022,Amsterdam,Jason Yee,Tearing down silos with RFCs,https://devopsdays.org/events/2022-amsterdam/program/jason-yee
2022,Amsterdam,"Steffan Norberhuis, Elke Salzmann",Improving the onboarding of 150 DevOps Engineers in 3 dimensions at PostNL,https://devopsdays.org/events/2022-amsterdam/program/steffan-elke
2022,Amsterdam,Farah Chabchoub,"Set up a quality culture in a scale-up, from where to start?",https://devopsdays.org/events/2022-amsterdam/program/farah-chabchoub
2022,Amsterdam,Matt Yonkovit,Application Design Parables: What Real Life Teaches us about Proper Application Design,https://devopsdays.org/events/2022-amsterdam/program/matt-yonkovit
2022,Amsterdam,Ricardo Castro,Reliability Advocacy,https://devopsdays.org/events/2022-amsterdam/program/ricardo-castro
2022,Amsterdam,Stacy Cashmore,Embrace the pitfalls (Our stop start journey to Change),https://devopsdays.org/events/2022-amsterdam/program/stacy-cashmore
2022,Vitoria,Rafael Gomex,Evolução do DevOps,https://devopsdays.org/events/2022-vitoria/program/rafael-gomex
2022,Vitoria,Tainara Almeida,Criando uma conta zerada de cloud usando IaC,https://devopsdays.org/events/2022-vitoria/program/tainara-almeida
2022,Vitoria,Marcelo Freire,O que o CALMS e o que ele representa,https://devopsdays.org/events/2022-vitoria/program/marcelo-freire
2022,Vitoria,João Brito,Adotar Kubernetes é uma boa? Onde estou me metendo?,https://devopsdays.org/events/2022-vitoria/program/joao-brito
2022,Vitoria,Aline Freitas,"Deploy de Kubernetes de forma simples, segura e elegante com Keel",https://devopsdays.org/events/2022-vitoria/program/aline-freitas
2022,Vitoria,Will Oliveira,VPC para Leigos,https://devopsdays.org/events/2022-vitoria/program/will-oliveira
2022,Vitoria,Luiz Felipe Bernardo,FinOps na Prática,https://devopsdays.org/events/2022-vitoria/program/luiz-felipe
2022,Vitoria,Gilmara Castro,Inquilinos em sistemas,https://devopsdays.org/events/2022-vitoria/program/gilmara-castro
2022,Vitoria,Michelle Ribeiro,Learning DevSecOps,https://devopsdays.org/events/2022-vitoria/program/michelle-ribeiro
2022,Vitoria,Andre Brandão,CNV - Não adianta fugir: você precisa se comunicar.,https://devopsdays.org/events/2022-vitoria/program/andre-brandao
2022,Vitoria,Lobinha,Gerenciando configuração com Terraform e Terragrunt,https://devopsdays.org/events/2022-vitoria/program/lobinha
2022,Vitoria,Luana Gonçalves,"Diversidade, Equidade e Inclusão: como o tema é vivenciado na Sauter Digital",https://devopsdays.org/events/2022-vitoria/program/luana-goncalves
2022,Vitoria,Fernando Ike (Fike),DORA Metrics,https://devopsdays.org/events/2022-vitoria/program/fernando-ike
2022,Vitoria,Cami Martins,Elasticidade de rede em Kubernetes: o futuro do 5G na engenharia da computação,https://devopsdays.org/events/2022-vitoria/program/camilla-martins
2022,Vitoria,Somatório,Pipelines como plataformas,https://devopsdays.org/events/2022-vitoria/program/marco-antonio
2022,Vitoria,João Freire,Um guia rápido e pratico para um cluster Kubernetes minimamente seguro,https://devopsdays.org/events/2022-vitoria/program/joao-freire
2022,Vitoria,Carol Valencia,Exploring runtime Security and Forensic using eBPF,https://devopsdays.org/events/2022-vitoria/program/carol-valencia
2022,Vitoria,Jeferson Fernando,Quando os containers impactam a vida das pessoas,https://devopsdays.org/events/2022-vitoria/program/jeferson-fernando
2022,Seattle,Kat Cosgrove,Historical Context: Infrastructure as Code,https://devopsdays.org/events/2022-seattle/program/kat-cosgrove
2022,Seattle,Ajuna Kyaruzi,What Romance Stories Taught me about Incident Management,https://devopsdays.org/events/2022-seattle/program/ajuna-kyaruzi
2022,Seattle,Aaron Aldrich,Continuous Improvement: DevOps and Mental Health,https://devopsdays.org/events/2022-seattle/program/aaron-aldrich
2022,Seattle,Marino Wijay,Network Engineering Goes DevOoopsie,https://devopsdays.org/events/2022-seattle/program/marino-wijay
2022,Seattle,Laura Santamaria,What Cloud Engineers Could Learn from Clouds,https://devopsdays.org/events/2022-seattle/program/laura-santamaria
2022,Seattle,Timothy Mamo,Your Infrastructure Needs To D.I.E.,https://devopsdays.org/events/2022-seattle/program/timothy-mamo
2022,Seattle,Bill Johnson,Engineering software to save the planet,https://devopsdays.org/events/2022-seattle/program/bill-johnson
2022,Seattle,Noelle Notermann,Mediating Your Own Conflicts: Using Conflict Fluency Skills to Banish Imposter Syndrome,https://devopsdays.org/events/2022-seattle/program/noelle-notermann
2022,Seattle,Aja Hammerly,How to Break a Software Supply Chain,https://devopsdays.org/events/2022-seattle/program/aja-hammerly
2022,Seattle,Maarika Krumhansl,A Love Letter to CoffeeOps,https://devopsdays.org/events/2022-seattle/program/maarika-krumhansl
2022,Seattle,Garima Sharma,10 things I want every aspiring manager to know,https://devopsdays.org/events/2022-seattle/program/garima-sharma
2022,Seattle,Hila Fish,"Terraform Practices - The Good, the Bad and the Ugly",https://devopsdays.org/events/2022-seattle/program/hila-fish
2022,Seattle,Tejas Chopra,DevOps at Netflix,https://devopsdays.org/events/2022-seattle/program/tejas-chopra
2022,Seattle,Lucy Voigt,What we talk about when we talk about Feature Flagging,https://devopsdays.org/events/2022-seattle/program/lucy-voigt
2022,Seattle,Lian Li,Secret Management: The Soft Way,https://devopsdays.org/events/2022-seattle/program/lian-li
2022,Los Angeles,Matty Stratton,The Journey From DevOps to Cloud Engineering,https://devopsdays.org/events/2022-los-angeles/program/matty-stratton
2022,Los Angeles,Hannah Henderson,Establishing developer productivity foundations during a migration,https://devopsdays.org/events/2022-los-angeles/program/hannah-henderson
2022,Los Angeles,Jeremy Meiss,"Mentorship, or How we rebuild civilisation from scratch",https://devopsdays.org/events/2022-los-angeles/program/jeremy-meiss
2022,Los Angeles,Dan Lines,Promoted From Dev to Team Lead: 8 Things They Didn't Tell Me,https://devopsdays.org/events/2022-los-angeles/program/dan-lines
2022,Los Angeles,Tony Fatouros,Making the Case for DevOps Culture: How to formulate your case for change in your own organization,https://devopsdays.org/events/2022-los-angeles/program/tony-fatouros
2022,Los Angeles,"Brian Scott, Jay Medrano, Justice London",Disney Global SRE - Creating Digital Magic with SRE,https://devopsdays.org/events/2022-los-angeles/program/brian-scott
2022,Los Angeles,Steve Pereira,"Flow Engineering - Boost velocity, quality and happiness through your entire value stream",https://devopsdays.org/events/2022-los-angeles/program/steve-pereira
2022,Los Angeles,Tony Loehr,Emerging Best Practices in Software Supply Chain Security,https://devopsdays.org/events/2022-los-angeles/program/tony-loehr
2022,Minneapolis,Kelsey Hightower,Keynote Fireside Chat,https://devopsdays.org/events/2022-minneapolis/program/kelsey-hightower
2022,Minneapolis,Michelle Dhanani,Taking WebAssembly for a Spin,https://devopsdays.org/events/2022-minneapolis/program/michelle-dhanani
2022,Minneapolis,Noelle Notermann,Imposter Syndrome 201: Using Conflict Fluency to Banish Imposter Syndrome,https://devopsdays.org/events/2022-minneapolis/program/noelle-notermann
2022,Minneapolis,Keith Mattix,To Mesh or not to Mesh,https://devopsdays.org/events/2022-minneapolis/program/keith-mattix
2022,Minneapolis,Ian Malpass,Don't Be Afraid Of the Dark,https://devopsdays.org/events/2022-minneapolis/program/ian-malpass
2022,Minneapolis,Rukia Sheikh-Mohamed,How to Iterate Together,https://devopsdays.org/events/2022-minneapolis/program/rukia-sheikh-mohamed
2022,Minneapolis,Marino Wijay,Follow the Packets: DevOps for Network Engineers,https://devopsdays.org/events/2022-minneapolis/program/marino-wijay
2022,Minneapolis,Nočnica Mellifera,Critical Failure of {informativeNotification},https://devopsdays.org/events/2022-minneapolis/program/nocnica-mellifera
2022,Dallas,Michael Coté,The Eternal Recurrence of DevOps,https://devopsdays.org/events/2022-dallas/program/michael-cote
2022,Dallas,Thomas J. Sweet,Lessons learned on the path from Individual Contributor to CIO,https://devopsdays.org/events/2022-dallas/program/thomas-j-sweet
2022,Dallas,Paul Grizzaffi,Not Your Parents’ Automation - Practical Application of Non-Traditional Automation,https://devopsdays.org/events/2022-dallas/program/paul-grizzaffi
2022,Dallas,Chris Koehnecke,5 Open Source Security Tools All Developers Should Know About,https://devopsdays.org/events/2022-dallas/program/chris-koehnecke
2022,Dallas,Ana Margarita Medina,The Evolution of GameDays,https://devopsdays.org/events/2022-dallas/program/ana-medina
2022,Dallas,Jessica Clark,Inspiring the next generation of Technologists!,https://devopsdays.org/events/2022-dallas/program/jessica-clark
2022,Dallas,Matthew Brahms,Principles of Safety and Reliability Learned from US Navy Landing Signal Officers,https://devopsdays.org/events/2022-dallas/program/matthew-brahms
2022,Dallas,"Andrew Clay Shafer, John Willis",Firesisde Chat with Andrew Clay Shafer & John Willis,https://devopsdays.org/events/2022-dallas/program/andrew-john-talk
