ano,local,autor,titulo,link
2018,Galway,Jason Gwartz,"At Ecosia.org, Site Reliability That Plants Trees",https://devopsdays.org/events/2018-galway/program/jason-gwartz
2018,Florianópolis,Pedro Marques da Luz,Keynote : O que são Production Engineers? E como eles ajudam o Facebook a manter seus sistemas em produção,https://devopsdays.org/events/2018-florianopolis/program/pedro-marques-da-luz
2018,Florianópolis,Mateus Prado,DevOps Behind The Scenes,https://devopsdays.org/events/2018-florianopolis/program/mateus-prado
2018,Florianópolis,"Izael Effemberg, Thaisa Mirely Silva",Monitoramento: logs como elemento de primeira ordem,https://devopsdays.org/events/2018-florianopolis/program/izael-effemberg-thaisa-mirely-silva
2018,Florianópolis,Henrique Bueno,Como começar a transformação DevOps na sua empresa,https://devopsdays.org/events/2018-florianopolis/program/henrique-bueno
2018,Florianópolis,Martin Spier,Keynote : Um Dia na Vida de um Arquiteto de Performance do Netflix,https://devopsdays.org/events/2018-florianopolis/program/martin-spier
2018,Florianópolis,"José Pedro de Santana Neto, Simone Perazzoli",Big Data Platform for Bioelectrochemical Systems,https://devopsdays.org/events/2018-florianopolis/program/jose-pedro-de-santana-neto-simone-perazzoli
2018,Florianópolis,Steve Fox,The Hidden Costs of Chasing the Mythical “Five Nines”,https://devopsdays.org/events/2018-florianopolis/program/steve-fox
2019,New York City,Dominica DeGrandis,Making Connections Visible: How to Defrag your Value Stream,https://devopsdays.org/events/2019-new-york-city/program/dominica-degrandis
2019,New York City,Jaclyn Damiano,The X Factor: Making Women Visible,https://devopsdays.org/events/2019-new-york-city/program/jaclyn-damiano
2019,New York City,Gaurav Gargate,Steel Thread approach to building large scale architectures,https://devopsdays.org/events/2019-new-york-city/program/gaurav-gargate
2019,New York City,Quintessence Anx,Sensory Friendly Monitoring: Keeping the Noise Down,https://devopsdays.org/events/2019-new-york-city/program/quintessence-anx
2019,New York City,Matty Stratton,"Fight, Flight, or Freeze — Releasing Organizational Trauma",https://devopsdays.org/events/2019-new-york-city/program/matty-stratton
2019,New York City,Liz Fong-Jones,Organizing for Your Ethical Principles,https://devopsdays.org/events/2019-new-york-city/program/liz-fong-jones
2019,New York City,Jessica Kerr,Principles of Collaborative Automation,https://devopsdays.org/events/2019-new-york-city/program/jessica-kerr
2019,New York City,Rob Boll,Kubernetes at Datadog: The Very Hard Way,https://devopsdays.org/events/2019-new-york-city/program/rob-boll
2019,New York City,Alex Hidalgo,Developing Meaningful SLIs for Fun and Profit,https://devopsdays.org/events/2019-new-york-city/program/alex-hidalgo
2019,New York City,Peter Chestna,This Lane Ends: Shifting Security Left,https://devopsdays.org/events/2019-new-york-city/program/peter-chestna
2019,Geneva,"Yorgos Saslis-Lagoudakis, Michal Cichra","Faster, Cheaper, Leaner: Horizontally Scaling a CI Pipeline",https://devopsdays.org/events/2019-geneva/program/yorgos-saslis-lagoudakis
2019,Geneva,"Raphaël Hiet, Gérald Compoint",Immersion ! La sécurité applicative au coeur du DevOps,https://devopsdays.org/events/2019-geneva/program/raphael-hiet
2019,Geneva,"Thomas Bertrand, Tim Izzo","Holacracy & DevOps, retour d'expérience",https://devopsdays.org/events/2019-geneva/program/tim-izzo
2019,Geneva,Nataliya Remez,"Fail fast, Fail often - make safety a prerequisite for your team",https://devopsdays.org/events/2019-geneva/program/nataliya-remez
2019,Geneva,Manuel Vacelet,140 versions par mois pour une mise à jour en - de 30 minutes,https://devopsdays.org/events/2019-geneva/program/manuel-vacelet
2019,Geneva,Ruslan Synytsky,Elastic JVM: Automatic Vertical Scaling of the Java Heap,https://devopsdays.org/events/2019-geneva/program/ruslan-synytsky
2019,Geneva,Raffaele Tarantino,The Idea Economy - Choosing the Right Technology Stack Matters,https://devopsdays.org/events/2019-geneva/program/raffaele-tarantino
2019,Geneva,PJ Hagerty,Proactive Programming,https://devopsdays.org/events/2019-geneva/program/pj-hagerty
2019,Geneva,Julien Pivotto,Monitoring as an entry point for collaboration,https://devopsdays.org/events/2019-geneva/program/julien-pivotto
2019,Geneva,Arun Kumar Singh,A Journey towards self healing infrastructure,https://devopsdays.org/events/2019-geneva/program/arun-kumar-singh
2019,Geneva,David Pilato,Les Vendredis noirs : même pas peur !,https://devopsdays.org/events/2019-geneva/program/david-pilato
2019,Geneva,Ramón Medrano Llamas,Service Levels and Error Budgets,https://devopsdays.org/events/2019-geneva/program/ramon-medrano-llamas
2019,Geneva,Vincent Sevel,Déployer Vault et Consul sur Kubernetes,https://devopsdays.org/events/2019-geneva/program/vincent-sevel
2019,Geneva,Jihai Zhou,The Challenge and Solutions to Implement DevSecOps into Large Banks,https://devopsdays.org/events/2019-geneva/program/jihai-zhou
2019,Geneva,Ron Yishai,Bottlenecks in Serverless Applications,https://devopsdays.org/events/2019-geneva/program/ron-yishai
2019,Los Angeles,Gareth Greenaway,The Death Star Postmortem,https://devopsdays.org/events/2019-los-angeles/program/gareth-greenaway
2019,Los Angeles,Nikki Attea,Evolution of QA to GA: The Sensu Go Crucible,https://devopsdays.org/events/2019-los-angeles/program/nikki-attea
2019,Los Angeles,Tori Wieldt,"SRE-iously: Defining the Principles, Habits, and Practices of Site Reliability Engineering",https://devopsdays.org/events/2019-los-angeles/program/tori-wieldt
2019,Los Angeles,Joe Whitaker,"Using SLOs and Error Budgets to Optimize for Reliability, Cost, and Release Velocity",https://devopsdays.org/events/2019-los-angeles/program/joe-whitaker
2019,Los Angeles,Michael Winslow,Is Your DevOps Team Ready For Microservices,https://devopsdays.org/events/2019-los-angeles/program/michael-winslow
2019,Natal,Organizadores do DevOpsDays Natal,Abertura,https://devopsdays.org/events/2019-natal/program/abertura
2019,Natal,Mateus Prado,DevOps: Ready for takeoff?,https://devopsdays.org/events/2019-natal/program/mateus-prado
2019,Natal,Matheus Ferraz,A Cultura da Falha,https://devopsdays.org/events/2019-natal/program/matheus-ferraz
2019,Natal,Fernando Fish,Rocket Launchers: Engenharia DevOps quando o legado é uma realidade,https://devopsdays.org/events/2019-natal/program/fernando-fish
2019,Natal,Victor Torres,A infra está morta?,https://devopsdays.org/events/2019-natal/program/victor-torres
2019,Natal,Rafael Gomes,"a.k.a Gomex - Carreira DevOps, o que você precisa saber pra começar",https://devopsdays.org/events/2019-natal/program/rafael-gomes-aka-gomex
2019,Natal,Matheus Oliveira,DevSecOps - Uma forma segura de ter bons resultados e confiança,https://devopsdays.org/events/2019-natal/program/matheus-oliveira
2019,Natal,"Izael Effemberg, Thaís Freitas","Logs efetivos: um impacto direto na observabilidade, melhora contínua e segurança",https://devopsdays.org/events/2019-natal/program/izael-effemberg
2019,Natal,Priscilla Parodi,Monitoramento com o Elastic Stack,https://devopsdays.org/events/2019-natal/program/priscilla-parodi
2019,Natal,,-,https://devopsdays.org/events/2019-natal/program/tbd
2019,Natal,"Aécio Pires, Janaína Militão",Integração e Entrega Contínua para um microsserviço usando Jenkins e outras ferramentas DevOps,https://devopsdays.org/events/2019-natal/program/aecio-pires
2019,Vancouver,Quintessence Anx,Sensory Friendly Monitoring: Keeping the Noise Down,https://devopsdays.org/events/2019-vancouver/program/quintessence-anx
2019,Vancouver,Nisan Haramati,"Resilience Engineering: Identifying Dependencies, and Common Mitigation Strategies",https://devopsdays.org/events/2019-vancouver/program/nisan-haramati
2019,Vancouver,Tiffany Longworth,Change Management for Humans,https://devopsdays.org/events/2019-vancouver/program/tiffany-longworth
2019,Vancouver,Garland Kan,Building Cost Visibility For Your Kubernetes Clusters,https://devopsdays.org/events/2019-vancouver/program/garland-kan
2019,Vancouver,Adron Hall,Architecture Guidance for Venomous Database Reliability Engineering!,https://devopsdays.org/events/2019-vancouver/program/adron-hall
2019,Vancouver,Kris Nova,You can't have a cluster*!$& without a cluster!,https://devopsdays.org/events/2019-vancouver/program/kris-nova
2019,Vancouver,Laura Maguire,"Coordination: Important for trapeze artists, critical for DevOps squads.",https://devopsdays.org/events/2019-vancouver/program/laura-maguire-30min
2019,Vancouver,Courtney Eckhardt,Retrospectives for Humans (the short form),https://devopsdays.org/events/2019-vancouver/program/courtney-eckhardt
2019,Vancouver,Kenzie Woodbridge,"Long-term Documentation Maintenance: Critically Necessary, Deeply Underappreciated",https://devopsdays.org/events/2019-vancouver/program/kenzie-woodbridge
2019,Vancouver,Sonia Gupta,Digital Ethics in an Unethical Era: How to Not Ruin The World,https://devopsdays.org/events/2019-vancouver/program/sonia-gupta
2019,Copenhagen,Matty Stratton,"Fight, Flight, or Freeze - Releasing Organizational Trauma",https://devopsdays.org/events/2019-copenhagen/program/matty-stratton
2019,Copenhagen,Allan Ebdrup,War Stories About the Ops in DevOps,https://devopsdays.org/events/2019-copenhagen/program/allan-ebdrup
2019,Copenhagen,Emily Bache,Technical Leadership in DevOps,https://devopsdays.org/events/2019-copenhagen/program/emily-bache
2019,Copenhagen,Aubrey Stearn,How fast can you DevOps Financial Services?,https://devopsdays.org/events/2019-copenhagen/program/aubrey-stearn
2019,Copenhagen,Heidi Waterhouse,"Every Scar a Story: The Links between Development Practice, Source Control, Testing, and Deployment",https://devopsdays.org/events/2019-copenhagen/program/heidi-waterhouse
2019,Copenhagen,Nataliya Remez,"Fail Fast, Fail Often - Make Safety a Prerequisite for your Team",https://devopsdays.org/events/2019-copenhagen/program/nataliya-remez
2019,Copenhagen,Rasmus Hald,Succeeding with Cloud at Mærsk,https://devopsdays.org/events/2019-copenhagen/program/rasmus-hald
2019,Copenhagen,Ken Mugrage,Modern Continuous Delivery,https://devopsdays.org/events/2019-copenhagen/program/ken-mugrage
2019,Atlanta,Simon Wardley,mapping Keynote: An introduction into mapping,https://devopsdays.org/events/2019-atlanta/program/simon-wardley
2019,Atlanta,John Willis,Security and Compliance Theater - The Seventh Deadly Disease ( A DevSecOps Story),https://devopsdays.org/events/2019-atlanta/program/john-willis
2019,Atlanta,Cat Swetel,Continuous Mapping,https://devopsdays.org/events/2019-atlanta/program/cat-swetel
2019,Atlanta,Jennifer Davis,DevOps: Now and to the Future,https://devopsdays.org/events/2019-atlanta/program/jennifer-davis
2019,Atlanta,Jabe Bloom,Three Frames on Development and Operations,https://devopsdays.org/events/2019-atlanta/program/jabe-bloom
2019,Atlanta,Liz Fong-Jones,SRE Keynote: Cultivating Production Excellence,https://devopsdays.org/events/2019-atlanta/program/liz-fong-jones
2019,Atlanta,Andrew Clay Shafer,devOps Keynote: What is the Best Move?,https://devopsdays.org/events/2019-atlanta/program/andrew-clay-shafer
2019,Atlanta,Chris Van Tuin,A DevOps State of Mind: Continuous Security with Kubernetes,https://devopsdays.org/events/2019-atlanta/program/chris-van-tuin
2019,Atlanta,Valarie Regas,Mothering A Dev Team: How Wardley Maps Saved My Parenting and My Job,https://devopsdays.org/events/2019-atlanta/program/valarie-regas
2019,Atlanta,Jessica Kerr,Principles of Collaborative Automation,https://devopsdays.org/events/2019-atlanta/program/jessica-kerr
2019,Atlanta,Tasshin Fogleman,Mapping Power: An Introduction to Burja Mapping,https://devopsdays.org/events/2019-atlanta/program/tasshin-fogleman
2019,Atlanta,Paul Johnston,Serverless Keynote: Why Serverless is Cloud 2.0,https://devopsdays.org/events/2019-atlanta/program/paul-johnston
2019,Jakarta,Mirco Hering,Opening Keynote - New Barriers Of DevOps Transformation,https://devopsdays.org/events/2019-jakarta/program/mirco-hering
2019,Jakarta,Muhammad Ichsan Rahardianto,Full Isolation in Multi-Tenant SaaS with Kubernetes + Istio,https://devopsdays.org/events/2019-jakarta/program/muhammad-ichsan-rahardianto
2019,Jakarta,Kamalika Majumder,DevOps Not A Toolbox,https://devopsdays.org/events/2019-jakarta/program/kamalika-majumder
2019,Jakarta,Kevin Web Page,Your Magic Power,https://devopsdays.org/events/2019-jakarta/program/kevin-web-page
2019,Jakarta,Steve Shirkey,The Seven Habits of Highly Effective DevOps,https://devopsdays.org/events/2019-jakarta/program/steve-shirkey
2019,Jakarta,Dheeraj Nayal,Continuous Delivery to Continuous Operations: DevOps +SRE = Continuous Culture,https://devopsdays.org/events/2019-jakarta/program/dheeraj-nayal
2019,Jakarta,Davy Trinugraha,Opening Keynote - CI/CD in DevOps on Google Cloud,https://devopsdays.org/events/2019-jakarta/program/davy-trinugraha
2019,Jakarta,Stefan Streichsbier,State of DevSecOps,https://devopsdays.org/events/2019-jakarta/program/stefan-streichsbier
2019,Jakarta,Uli Hitzel,APIs: The Glue in your DevOps Strategy,https://devopsdays.org/events/2019-jakarta/program/uli-hitzel
2019,Jakarta,Christian Hermanus,Do DevOps need a leader?,https://devopsdays.org/events/2019-jakarta/program/christian-hermanus
2019,Jakarta,"Budi Kusmiantoro, Rohit Sharma",How DevOps Revolutionize Indonesian Fintech Industry,https://devopsdays.org/events/2019-jakarta/program/budi-kusmiantoro
2019,Jakarta,Jihai Zhou,The Challenge and Solutions to Implement DevSecOps into Large Banks,https://devopsdays.org/events/2019-jakarta/program/jihai-zhou
2019,Jakarta,Cecep Mahbub Roqibuddin,Logging in The World of DevOps,https://devopsdays.org/events/2019-jakarta/program/cecep-mahbub-roqibuddin
2019,São Paulo,Peter Shannon,"Reliability Theater, when things break and why managing risk is important",https://devopsdays.org/events/2019-sao-paulo/program/peter-shannon
2019,São Paulo,Amanda Mattos,Do Zero à Entrega Contínua - Lições aprendidas em grandes organizações,https://devopsdays.org/events/2019-sao-paulo/program/amanda-mattos
2019,São Paulo,Luan Linares,Automação de Testes: Como não ser um trouxa nesse mundo mágico,https://devopsdays.org/events/2019-sao-paulo/program/luan-linares
2019,São Paulo,Eduardo Ximenes,DevOps no iFood - Como é nosso dia a dia,https://devopsdays.org/events/2019-sao-paulo/program/eduardo-ximenes
2019,São Paulo,Lucas Santos,Code review do jeito certo,https://devopsdays.org/events/2019-sao-paulo/program/lucas-santos
2019,São Paulo,Tatiane Payá,"Arrancada, o que este esporte pode nos ensinar sobre agilidade e performance?",https://devopsdays.org/events/2019-sao-paulo/program/tatiane-paya
2019,São Paulo,Victor Ferreira,Construindo Cloud Native Applications,https://devopsdays.org/events/2019-sao-paulo/program/victor-ferreira
2019,São Paulo,Daniel van Ham Colchete,Resposta de Incidentes na equipe Google SRE,https://devopsdays.org/events/2019-sao-paulo/program/daniel-colchete
2019,São Paulo,Jaqueline Ramos,"Pipeline, automação e transparência para sua aplicação em produção",https://devopsdays.org/events/2019-sao-paulo/program/jaqueline-ramos
2019,São Paulo,Mônica Arruda Cachoni,Case Study: DevOps Bringing Paradigm Shift to Quality Assurance,https://devopsdays.org/events/2019-sao-paulo/program/monica-cachoni
2019,São Paulo,Bruno Gurgel,BeerDevSecOps - Our route to digital transformation,https://devopsdays.org/events/2019-sao-paulo/program/bruno-gurgel
2019,São Paulo,Mateus Prado,DevOps Engineers: por que é tão difícil contratar?,https://devopsdays.org/events/2019-sao-paulo/program/mateus-prado
2019,São Paulo,Rafael Gomes,"Dockerizando aplicações em uma Fintech: O bom, o mau e o feio/as surpresas",https://devopsdays.org/events/2019-sao-paulo/program/rafael-gomes
2019,São Paulo,Daniel Requena,Canary Release no Kubernetes utilizando Istio service mesh,https://devopsdays.org/events/2019-sao-paulo/program/daniel-requena
2019,São Paulo,Edson Celio,Aplicando práticas DevOps no fluxo de desenvolvimento de aplicações embarcadas,https://devopsdays.org/events/2019-sao-paulo/program/edson-celio
2019,São Paulo,Fred Ricardo de Souza Costa,Do piloto ao Programa DevSecOps: Muita tecnologia #sqn! Estratégia para transformação da cultura organizacional,https://devopsdays.org/events/2019-sao-paulo/program/fred-costa
2019,São Paulo,Yago Nobre,Migrando um banco para o Kubernetes: Lições aprendidas!,https://devopsdays.org/events/2019-sao-paulo/program/yago-nobre
2019,Houston,Donovan Brown,Enterprise Transformation (and You Can Too),https://devopsdays.org/events/2019-houston/program/donovan-brown
2019,Houston,H 'Waldo' Grunenwald,"Product Teams, the Wonder Drug for Burnout* (* take as directed)",https://devopsdays.org/events/2019-houston/program/h-waldo-grunenwald
2019,Houston,Aaron Aldrich,Heresy and Evangelism: Schism in the Church of Monitoring,https://devopsdays.org/events/2019-houston/program/aaron-aldrich
2019,Houston,"Ramesh Podila, Ragu Srinivasan",Logging in a Container World,https://devopsdays.org/events/2019-houston/program/ramesh-podila
2019,Houston,Sagar Karmarkar,"Organic DevOps – DevOps from within, not without",https://devopsdays.org/events/2019-houston/program/sagar-karmarkar
2019,Houston,Erik Peterson,FinDevOps: Site Reliability in the Serverless Age,https://devopsdays.org/events/2019-houston/program/erik-peterson
2019,Houston,Robert Reeves,Relax: Automation Replaces Tasks not People,https://devopsdays.org/events/2019-houston/program/robert-reeves
2019,Houston,"Biswajit Das, Ipsito Banerjee",Testing in DevOps era - A change in Mindset and Skillset,https://devopsdays.org/events/2019-houston/program/biswajit-das
2019,Houston,"Shaun Ladewig, Robert Stone","From OverTheWallOps to DevOps, Using OpenShift for SysOps and Engineering",https://devopsdays.org/events/2019-houston/program/shaun-ladewig
2019,Houston,Terry Shea,Centralizing Kubernetes Operations,https://devopsdays.org/events/2019-houston/program/oleg-atamanenko
2019,Houston,Kevin Crawley,Practical Guide to Not Building Another (DevOps) Silo,https://devopsdays.org/events/2019-houston/program/kevin-crawley
2019,Houston,John Esser,An Execution Framework for Successful DevOps Transformation,https://devopsdays.org/events/2019-houston/program/john-esser
2019,Houston,Lee Barnes,Effective Test Automation in DevOps - Moving Towards Continuous Testing,https://devopsdays.org/events/2019-houston/program/lee-barnes
2019,Seattle,Jeffrey Snover,Thriving Through Transitions,https://devopsdays.org/events/2019-seattle/program/jeffrey-snover
2019,Seattle,Leena S N,Expand Contract Pattern for Continuous Delivery of Databases,https://devopsdays.org/events/2019-seattle/program/leena-s-n
2019,Seattle,Peter Chestna,The 3 Ways of DevSecOps – Making Shift Happen,https://devopsdays.org/events/2019-seattle/program/peter-chestna
2019,Seattle,Karthik Gaekwad,Mental Health Studies in Devops,https://devopsdays.org/events/2019-seattle/program/karthik-gaekwad
2019,Seattle,Christine Yen,Observability for Developers: How to Get From Here to There,https://devopsdays.org/events/2019-seattle/program/christine-yen
2019,Seattle,"Brendan Burns, Bridget Kromhout",Kubernetes Operability Tooling,https://devopsdays.org/events/2019-seattle/program/burns-kromhout
2019,Seattle,Ryan Lopopolo,The AWS Billing Machine and Optimizing Cloud Costs,https://devopsdays.org/events/2019-seattle/program/ryan-lopopolo
2019,Seattle,Matt Griscom,"How to fix ""Test Automation"" to make DevOps faster with better, faster, and more trustworthy quality",https://devopsdays.org/events/2019-seattle/program/matt-griscom
2019,Seattle,Kris Nova,The beauty of virtual infrastructure with Kubernetes and containers,https://devopsdays.org/events/2019-seattle/program/kris-nova
2019,Seattle,Gopal Brugalette,Performance Engineering in the Age of DevOps and Agile,https://devopsdays.org/events/2019-seattle/program/gopal-brugalette
2019,Seattle,Jane Miceli,Battles Wounds from a Cloud SRE.. And a few lessons,https://devopsdays.org/events/2019-seattle/program/jane-miceli
2019,Seattle,Cat Swetel,193 Easy Steps to DevOpsing Your Monolith,https://devopsdays.org/events/2019-seattle/program/cat-swetel
2019,Seattle,John Willis,Devops' Seven Deadly Diseases,https://devopsdays.org/events/2019-seattle/program/john-willis
2019,Seattle,Steven Colon,Service Virtualization: Navigating the Path from Decision to Execution,https://devopsdays.org/events/2019-seattle/program/steven-colon
2019,Seattle,Maarika Krumhansl,Embracing On-Prem delivery with DevOps,https://devopsdays.org/events/2019-seattle/program/maarika-krumhansl
2019,Seattle,Lucy Wyman,What Not to Automate,https://devopsdays.org/events/2019-seattle/program/lucy-wyman
2019,Denver,J. Paul Reed,Keynote,https://devopsdays.org/events/2019-denver/program/day-one-talk-one
2019,Denver,Kim Schlesinger,Zero to SRE,https://devopsdays.org/events/2019-denver/program/day-one-talk-two
2019,Denver,Abby Malson,A Journey to become more agile - A Weedmaps Story,https://devopsdays.org/events/2019-denver/program/day-one-talk-three
2019,Denver,Sara Willett,How To DevOps When Dev Doesn't Want To,https://devopsdays.org/events/2019-denver/program/day-one-talk-four
2019,Denver,James Heimbuck,"Product Management and DevOps, together at last and kicking butt",https://devopsdays.org/events/2019-denver/program/day-one-talk-five
2019,Denver,Kaylee A. Koch,"So, you work with an asshole...",https://devopsdays.org/events/2019-denver/program/day-two-talk-one
2019,Denver,Curtis Yanko,Open Source Developers Are Security’s New Front Line,https://devopsdays.org/events/2019-denver/program/day-two-talk-two
2019,Denver,Jyoti Mittal,No More Flaky Tests: Building Trust in Your Automated Tests,https://devopsdays.org/events/2019-denver/program/day-two-talk-three
2019,Denver,"Meagan Cooney, Erin Atkinson, Amanda Collins",When DevOps Goes Awry: A Retrospective,https://devopsdays.org/events/2019-denver/program/day-two-talk-four
2019,Denver,"Kristina Vincent, Andy Horner, Tim Kuhlman",Dr. Strangelove: or How I Learned to Stop Worrying and Love Remote Employees,https://devopsdays.org/events/2019-denver/program/day-two-talk-five
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Austin,,-,https://devopsdays.org/events/2018-austin/program/
2019,Des Moines,Pete Anderson,How to Avoid Building the Wrong Thing 2-Weeks at a Time (ballroom),https://devopsdays.org/events/2019-des-moines/program/pete-anderson
2019,Des Moines,Eric Johnson,DevSecOps: Key Controls For Modern Security Success (breakout 1),https://devopsdays.org/events/2019-des-moines/program/eric-johnson
2019,Des Moines,"Bobby Stockstead, Robert Whalen",Crowdsourcing Technology Governance (breakout 2),https://devopsdays.org/events/2019-des-moines/program/bobby-stockstead-robert-whalen
2019,Des Moines,Emily Nakashima,The Incremental Path to Observability (breakout 1),https://devopsdays.org/events/2019-des-moines/program/emily-nakashima
2019,Des Moines,"Dustin Thostenson, Skylar Watson",Modeling Better Decisions (breakout 2),https://devopsdays.org/events/2019-des-moines/program/dustin-thostenson-skylar-watson
2019,Des Moines,Martin Schildroth,Lean Manufacturing (ballroom),https://devopsdays.org/events/2019-des-moines/program/martin-schildroth
2019,Des Moines,Eric The IT Guy,Communication in an Open Company (breakout 1),https://devopsdays.org/events/2019-des-moines/program/eric-hendricks
2019,Des Moines,Jason Yee,Chaos Engineering: breaking your systems to make them unbreakable (breakout 2),https://devopsdays.org/events/2019-des-moines/program/jason-yee
2019,Des Moines,Ryan Bergman,Walking into Mordor: The History and Future of DevOps (ballroom),https://devopsdays.org/events/2019-des-moines/program/ryan-bergman
2019,Des Moines,Lee Barnes,Effective Test Automation in DevOps - Moving Towards Continuous Testing (breakout 1),https://devopsdays.org/events/2019-des-moines/program/lee-barnes
2019,Des Moines,"Matt Ring, Nick Herrig",The Bottleneck Effect: Using Value Stream Maps to Improve Delivery Flow (breakout 2),https://devopsdays.org/events/2019-des-moines/program/matt-ring-nick-herrig
2019,Des Moines,Stephen Wilson,The Five Marks of a Hybrid Cloud Operating Model (breakout 1),https://devopsdays.org/events/2019-des-moines/program/stephen-wilson
2019,Des Moines,Russ Penning,"Not a Dinosaur, but a Crocodile: Eliminating Two Speed IT (breakout 2)",https://devopsdays.org/events/2019-des-moines/program/russ-penning
2019,Des Moines,Christopher Hunt,A Binary Approach to LEAN: A Manufacturer’s Look at Process (ballroom),https://devopsdays.org/events/2019-des-moines/program/christopher-hunt
2019,Des Moines,James Young,Taking A Software-First Approach To The Cloud (breakout 1),https://devopsdays.org/events/2019-des-moines/program/james-young
2019,Des Moines,Brian Hostetter,A Cloud Journey - How am I going to sell this? (breakout 2),https://devopsdays.org/events/2019-des-moines/program/brian-hostetter
2019,Zürich,Mary Poppendieck,Reliability Engineering – The Essential Discipline for Complex Systems,https://devopsdays.org/events/2019-zurich/program/mary-poppendieck
2019,Zürich,Noelle Daley,What Colocated Teams Can Learn From Remote Teams,https://devopsdays.org/events/2019-zurich/program/noelle-daley
2019,Zürich,Oleg Nenashev,Under the hood of serverless Jenkins. Jenkinsfile Runner,https://devopsdays.org/events/2019-zurich/program/oleg-nenashev
2019,Zürich,Huseyin Babal,Microservice Architecture on Kubernetes,https://devopsdays.org/events/2019-zurich/program/huseyin-babal
2019,Zürich,Jacqueline Sloves,Retros are the New Black: How to Cultivate Continuous Improvement Across Teams,https://devopsdays.org/events/2019-zurich/program/jacqueline-sloves
2019,Zürich,Areti Panou,Turning the Quality of Your Deployment Pipeline into a Team Task,https://devopsdays.org/events/2019-zurich/program/areti-panou
2019,Zürich,PJ Hagerty,The Pony Express and How Technology Moves Fast,https://devopsdays.org/events/2019-zurich/program/pj-hagerty
2019,Zürich,Florian Krausbeck,AIOps Leveraged by Deep Learning and Knowledge Graph Data Representations,https://devopsdays.org/events/2019-zurich/program/florian-krausbeck
2019,Zürich,Nicolas Fränkel,Battle of the Circuit Breaker: Hystrix vs Istio,https://devopsdays.org/events/2019-zurich/program/nicolas-frankel
2019,Zürich,Nicolas Byl,Securing the “other” supply chain,https://devopsdays.org/events/2019-zurich/program/nicolas-byl
2019,Zürich,Adam Nowak,How we killed DevOps by creating a dedicated DevOps team,https://devopsdays.org/events/2019-zurich/program/adam-nowak
2019,Zürich,Johan Abildskov,Used and Abused Figures of DevOps,https://devopsdays.org/events/2019-zurich/program/johan-abildskov
2019,Poznań,Maciej Lasyk,"8ms/99th write percentile latency - is it fast? Understanding importance of ""SRE implements devops""",https://devopsdays.org/events/2019-poznan/program/maciej-lasyk
2019,Poznań,Lukasz Lach,Tips and Tricks From Docker Captain,https://devopsdays.org/events/2019-poznan/program/lukasz-lach
2019,Poznań,Jan Mussler,Postgres as a Service at Zalando.,https://devopsdays.org/events/2019-poznan/program/jan-mussler
2019,Poznań,"Adam Dubiel, Joanna Debska",Non-zero sum game: a talk about diversity.,https://devopsdays.org/events/2019-poznan/program/adam-dubiel-joanna-debska
2019,Poznań,Wolfram Kriesing,TDD your next docker container,https://devopsdays.org/events/2019-poznan/program/wolfram-kriesing
2019,Poznań,"Marcin Lepiarczyk, Piotr Kruk",Modern Incident Management in a DevOps World - How to automate a process,https://devopsdays.org/events/2019-poznan/program/marcin-lepiarczyk-piotr-kruk
2019,Poznań,Jakub Jakubik,To serve and protect (from gophers),https://devopsdays.org/events/2019-poznan/program/jakub-jakubik
2019,Poznań,Przemyslaw Koltermann,ETCD debugging saga,https://devopsdays.org/events/2019-poznan/program/przemyslaw-koltermann
2019,Poznań,Philipp Krenn,Hands-On ModSecurity and Logging,https://devopsdays.org/events/2019-poznan/program/philipp-krenn
2019,Poznań,Mikolaj Niedbala,Do you need cap on container? - why use Helm with Kubernetes,https://devopsdays.org/events/2019-poznan/program/mikolaj-niedbala
2019,Poznań,Michal El Fartas,Autoscaling with Kubernetes,https://devopsdays.org/events/2019-poznan/program/michal-el-fartas
2019,Poznań,Lukasz Przybyl,The Panda Experiment - Evolution Of DevOps Culture At HolidayCheck,https://devopsdays.org/events/2019-poznan/program/lukasz-przybyl
